Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
54 4000.00 1241.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
54 10000.00 1278.20 99.983636 48.8342 0.699922 14.9214 1.59529 0 7.01227 0.182592 9.24615 0 0 11.9391 1.80563 0.618783 0.10144 3.0432
55 4000.00 1238.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
55 7000.00 1238.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04278
55 10000.00 1278.30 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
56 4000.00 1235.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
56 7000.00 1235.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04276
56 10000.00 1278.30 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
56 1000.00 1235.00 99.667585 48.9982 0.702155 14.9691 1.60053 0 7.03569 0.183171 9.28065 0 0 11.9773 1.81136 0.620745 0.101762 2.71932
58 4000.00 1229.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.042765
57 10000.00 1276.30 99.670700 48.8138 0.701866 14.96 1.59699 0 7.01153 0.183165 9.17627 0 0 11.9699 1.81122 0.620726 0.101758 3.05275
57 1000.00 1232.00 99.669920 48.997 0.702138 14.9688 1.60049 0 7.03553 0.183166 9.28043 0 0 11.9771 1.81131 0.620731 0.101759 2.7216
59 4000.00 1226.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
58 7000.00 1235.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
58 1000.00 1229.00 99.672266 48.9959 0.702122 14.9684 1.60045 0 7.03536 0.183162 9.28022 0 0 11.9768 1.81127 0.620716 0.101757 2.723896
59 7000.00 1234.00 99.919361 48.8421 0.700385 14.9314 1.59649 0 7.00835 0.182561 9.21919 0 0 11.9469 1.80679 0.619181 0.101505 3.04515
59 1000.00 1226.00 99.674623 48.9947 0.702105 14.9681 1.60041 0 7.03519 0.183158 9.28 0 0 11.9765 1.81123 0.620701 0.101754 2.72619
61 4000.00 1220.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
