Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
15 1500.00 1256.15 102.845572 56.7744 1.01122 16.9088 0.639864 0 3.2646 0.165296 3.13091 0 0 8.13842 5.27004 1.39043 0 3.30593
8 2080.00 1102.15 106.081046 69.6637 0.254522 14.7057 0.150768 0 0.769223 0.0282803 0.518472 0 0 2.06446 3.41249 3.2051 0 5.22724
15 1030.00 1451.15 100.877458 49.8526 0.33722 17.1828 1.04271 0 5.31991 0 9.70278 0 0 11.3928 2.91885 0 0 2.250251852 0.139507 5.28132
15 16000.00 1586.15 99.197747 46.7753 0.685499 17.3391 1.49474 0 7.62618 0.11089 12.6011 0 0 10.8369 2.30852 0.0705661 0.151213 0
8 1500.00 1077.15 96.307911 74.426 0.34715 11.457 0.229497 0 1.1709 0.0695685 0.299733 0 0 1.9294 3.84903 1.5466 0.113092 4.56207
15 2000.00 1181.15 104.512544 64.6047 0.813299 14.2758 0.69661 0 3.55412 0.124387 1.26301 0 0 4.15261 4.38225 1.25344 0 4.8798
9 2320.00 1309.15 97.481158 51.374 1.54902 15.4594 1.15821 0 5.90924 0.0923255 4.57524 0 0 6.95519 4.82144 3.1801 0 4.92579
15 3000.00 1421.15 100.897586 50.5463 0.852349 16.155 1.86584 0 9.51955 0.158577 8.22616 0 0 9.86148 1.78399 0.336975 0 0.693773
15 12000.00 1421.15 100.322884 51.0352 0.627972 19.3376 1.12924 0 5.7614 0.159485 5.88101 0 0 8.3929 3.52861 0.478455 0.179421 3.48874
15 7000.00 1416.15 101.798134 49.3133 1.15916 16.798 1.46789 0 7.48919 0.166997 8.09445 0 0 9.9216 3.01577 0.510815 0 2.06291
15 1.01 1391.15 98.887508 51.2704 1.85059 13.4496 2.10594 0 10.7445 0.212363 7.13943 0 0 11.6294 1.48654 0.111238 0 0
15 7000.00 1181.15 104.468117 55.4236 0.756212 17.3259 1.32683 0 6.76953 0.153157 1.75173 0 0 4.49898 4.47984 2.53666 0 4.9776
16 1500.00 1253.15 102.845572 56.7744 1.01122 16.9088 0.639864 0 3.2646 0.165296 3.13091 0 0 8.13842 5.27004 1.39043 0 3.30593
16 10000.00 1403.15 100.124503 49.7381 1.07866 19.1362 1.24795 0 6.36707 0.109863 5.47319 0 0 8.48943 3.58554 0.509366 0 4.26469
16 7000.00 1388.15 101.809207 50.683 1.03134 16.6979 1.96368 0 10.0187 0.166979 5.88355 0 0 9.41958 2.09215 0.47147 0 1.57157
15 12000.00 1421.15 100.353634 48.628 0.597886 16.4419 1.33641 0 6.81839 0.109612 8.27075 0 0 9.11776 2.83996 0.41852 0.139507 5.28132
9 4169.00 1099.15 108.576828 64.9524 0.319123 14.3306 0.394911 0 2.01484 0.0652437 0.309605 0 0 1.43951 5.2053 2.93648 0 8.031990
9 7020.00 1389.15 108.298623 48.634 0.914139 15.1248 1.30298 0 6.64782 0.203142 6.90683 0 0 8.12568 3.8597 0.757166 0 7.52366
16 2000.00 1178.15 104.512544 64.6047 0.813299 14.2758 0.69661 0 3.55412 0.124387 1.26301 0 0 4.15261 4.38225 1.25344 0 4.8798
16 3000.00 1418.15 100.897586 50.5463 0.852349 16.155 1.86584 0 9.51955 0.158577 8.22616 0 0 9.86148 1.78399 0.336975 0 0.693773
16 12000.00 1418.15 100.322884 51.0352 0.627972 19.3376 1.12924 0 5.7614 0.159485 5.88101 0 0 8.3929 3.52861 0.478455 0.179421 3.48874
16 7000.00 1413.15 101.798134 49.3133 1.15916 16.798 1.46789 0 7.48919 0.166997 8.09445 0 0 9.9216 3.01577 0.510815 0 2.06291
9 3949.00 1265.15 107.100542 50.3265 0.802984 17.7403 1.30044 0 6.63489 0.177403 4.02426 0 0 8.94487 2.89448 0.700277 0 6.45353
16 1.01 1388.15 98.887508 51.2704 1.85059 13.4496 2.10594 0 10.7445 0.212363 7.13943 0 0 11.6294 1.48654 0.111238 0 0
9 2080.00 1099.15 106.086483 69.6601 0.254509 14.705 0.150761 0 0.769184 0.0282788 0.518445 0 0 2.06435 3.41231 3.20493 0 5.2321
