CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,"RELVA VELHA, S OF MOSTEIROS",37.83,37.83,-25.78,-25.78,SAE,,,s_SM0149 [9385],TRACHYTE [9385],,,,,,,,FINE-GRAINED [9385] ,VOL,,,,,WR [9385] ,62.14,0.84,,18.3,,,,3.7,1.93,0.75,0.15,11.48,5.39,6.09,0.17,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,93,,,,,,143,358,,670,,,,,,,,,,,,,,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256034
[9810],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.8923,37.8923,-25.8182,-25.8182,SAE,,,s_98SM6A [9810],NOT GIVEN [9810],,30000 [9810],,,,,,,VOL,,,,,WR [9810] ,46.1,2.66,,9.9,,,,10.35,11.3,15.36,0.17,3.1,1.22,1.88,0.396,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,372,,,,,,,,27.4,474,20,225,45.2,,,,,,,,,,,,,360,29,64.1,8.1,33,6.63,2.08,5.91,0.88,4.32,0.76,1.91,,1.46,0.214,5.31,2.83,,,,,,,,,1.95,,3.11,0.87,0.512819,,,0.703984,,19.611,,15.642,,39.604,,,,,,,,0.282894,,,,,,,277865
[10567],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,MOSTEIROS,37.899,37.899,-25.819,-25.819,SAE,,,s_18-8-97-3 [10567],BASALT [10567],,,,,,,,,VOL,,,F,,WR [10567] ,46.13,2.51,,9.57,,,,10.46,10.39,16.58,0.17,2.99,1.25,1.74,0.39,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,1369,,,53.4,428,54.7,91,,,,,,24.7,409,16,180,35,1.45,,,,,,,,,,,0.247,307,29.6,62.5,8,32.6,6.8,1.98,5.57,0.8,4.31,0.77,1.89,0.24,1.45,0.2,5.52,2.53,,,,,,,,,1.8,,3.28,0.997,,,,,,19.56950813,,15.640502,,39.55156726,,,,,,,,,,,,,,,303192
[10567],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,N INNER CALDERA WALL,37.881,37.881,-25.78,-25.78,SAE,,,s_SM160501-4 [10567],BASALT [10567],,,,,,,,,VOL,,,F,,WR [10567] ,46.17,3.49,,14.18,,,,10.81,10.76,6.38,0.17,4.49,1.47,3.02,0.52,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16089514,,,211.2884162,,,41.8916138,77.14846003,95.25906102,109.7051102,,,,,,20.5600646,732.9103703,26.5969316,304.890714,68.10280309,2.221875649,,,,,,,,,,,0.276962972,483.9137155,45.53687853,91.03518284,11.11323567,43.8203253,8.744777944,2.648350019,7.515103818,1.076028146,5.708986042,1.020095513,2.579844503,0.332316992,2.034790633,0.286413658,6.980006921,4.225806898,,,,,,,,,2.297095397,,5.802,1.626,0.51291,,,0.703627,,,,,,,,,,,,,,0.282978,,,,,,,303207
[10567],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,N OF GINETES,37.855,37.855,-25.874,-25.874,SAE,,,s_SM220501-1 [10567],TRACHYTE [10567],,,,,,,,,VOL,,,F,,WR [10567] ,61.98,0.78,,16.88,,,,3.08,1.16,0.64,0.19,12.15,5.21,6.94,0.15,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.75899772,,,6.784068337,,,7.339544419,2.465421412,2.529703872,115.3870159,,,,,,95.02460137,110.1687927,37.07585421,697.5403189,168.3387472,6.373416856,,,,,,,,,,,0.948733485,729.6059226,76.36378132,152.1792711,16.98191344,59.89612756,10.53665148,2.692504806,8.412690757,1.314009112,7.377357631,1.410810934,3.852693622,0.548291572,3.546879271,0.496865604,14.53350797,9.077061503,,,,,,,,,6.261867882,,11.862,3.191,0.512902,,,0.703594,,,,,,,,,,,,,,,,,,,,,303208
[10567][9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,COASTLINE S OF MOSTEIROS,37.532,37.532,-25.493,-25.493,SAE,,,s_SM0176 [10567],"TRACHYBASALT [10567] / TRACHYANDESITE, BASALTIC [9385]",20000 [9385],74000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,,,WR [10567] ,50.08,2.61,,16.87,,,,8.24,7.35,3.75,0.18,6.38,2.65,3.73,0.92,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.773070942,,155.7126449,11.9605685,,,17.50640481,7.27358998,10.93548016,104.5766774,,,,,,56.69505411,892.5857315,33.48702204,414.4520882,98.31291784,1.554897996,,,,,,,,,,,0.201765331,751.8519038,68.37937475,137.5818717,16.06092184,61.21218838,11.55181804,3.400816331,9.55982613,1.354337234,7.199308216,1.292904208,3.284257756,0.433444128,2.668120641,0.378435471,9.030253307,5.940533467,,,,,,,,,3.511319038,,7.998,2.148,0.512912,,,0.703511,,,,,,,,,,,,,,0.282998,,,,,,,44032-SM0176
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC18 [2705],BASALT [2705],,,,,,,,,VOL,,,,,WR [2705] ,45.11,2.86,,9.36,,3.44,9.12,,11.11,14.66,0.2,2.9,1.06,1.84,0.27,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44240
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC4 [2705],BASALT [2705],,,,,,,,,VOL,,,,,WR [2705] ,45.64,3.38,,12.82,,3.63,8.32,,11.12,10.42,0.19,3.27,1.07,2.2,0.32,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44241
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC8 [2705],HAWAIITE [2705],,,,,,,,,VOL,,,,,WR [2705] ,47.07,3.68,,16.38,,3.82,6.71,,9.27,6.52,0.18,5.19,1.77,3.42,0.61,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44242
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC6 [2705],HAWAIITE [2705],,,,,,,,,VOL,,,,,WR [2705] ,47.51,3.53,,16.84,,2.87,7.72,,9.63,4.91,0.18,5.36,1.82,3.54,0.63,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44243
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC5 [2705],HAWAIITE [2705],,,,,,,,,VOL,,,,,WR [2705] ,50.06,2.71,,16.4,,1.27,7.71,,8.61,6.58,0.16,5.51,2.15,3.36,0.52,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44244
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC16 [2705],MUGEARITE [2705],,,,,,,,,VOL,,,,,WR [2705] ,53.18,2.35,,17.79,,2.05,5.68,,6.91,3.22,0.16,7.74,2.91,4.83,0.59,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44245
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC15 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,61.55,1.22,,18.29,,2.9,1.32,,2.68,1.04,0.12,10.5,4.77,5.73,0.22,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44246
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC3 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,62.78,1.07,,16.68,,2.58,2.13,,1.59,1.05,0.21,11.38,4.82,6.56,0.18,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44247
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC14 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,62.99,0.83,,17.72,,2.72,0.92,,1.73,0.73,0.16,11.83,5.25,6.58,0.1,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44248
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC1 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,63.06,0.56,,15.25,,2.63,1.55,,0.72,0.49,0.27,11.6,5.15,6.45,0.02,,,,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44249
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC10 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,64.43,0.63,,16.25,,2.11,1.42,,0.65,0.37,0.24,12.09,5.54,6.55,0.02,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44250
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC11 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,64.61,0.5,,15.58,,1.48,2.19,,0.52,0.25,0.28,12.37,5.15,7.22,0,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44251
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC12 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,64.73,0.53,,16.31,,1.52,1.07,,0.72,0.3,0.2,11.94,5.55,6.39,0,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44252
[2705],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.83,37.83,-25.78,-25.78,SAE,,,s_SC17 [2705],TRACHYTE [2705],,,,,,,,,VOL,,,,,WR [2705] ,64.9,0.57,,15.83,,1.63,1.91,,0.62,0.37,0.25,12.29,5.33,6.96,0.01,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44253
[9810],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES,,37.8591,37.8591,-25.8552,-25.8552,SAE,,,s_98SM04 [9810],NOT GIVEN [9810],,30000 [9810],,,,,,,VOL,,,,,WR [9810] ,46.7,3.47,,15.3,,,,10.62,10,6.69,0.18,5.25,1.83,3.42,0.732,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,66,,,,,,,,43.6,852,29.7,367,89.6,,,,,,,,,,,,,579,54.6,115,14.1,56.8,10.8,3.39,9.45,1.4,6.64,1.17,3.01,,2.27,0.333,8.54,5.61,,,,,,,,,3.1,,5.96,1.65,0.512902,,,0.703242,,19.444,,15.581,,39.172,,,,,,,,0.282991,,,,,,,47950-98SM04
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / CALDERA STAGE,NW CALDERA RIM,37.524,37.524,-25.486,-25.486,SAE,,,s_SM0123 [9385],TRACHYTE [9385],36000 [9385],210000 [9385],,,,,,FINE-GRAINED TO GLASSY POROUS [9385] ,VOL,,,,,GL [9385] ,61.19825,0.7655,,17.7153125,,,,3.35,1.49,0.6,0.15,11.62,5.97,5.65,0.19,,,,,,,,0.273,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255836
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / CALDERA STAGE,NW CALDERA RIM,37.524,37.524,-25.486,-25.486,SAE,,,s_SM0143 [9385],TRACHYTE [9385],36000 [9385],210000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,,,GL [9385] ,62.92,0.76,,18.34,,,,3.11,1.6,0.6,0.14,11.93,5.71,6.22,0.17,,,,,,,,0.29,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255837
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,CALDERA SECA,37.518,37.518,-25.481,-25.481,SAE,,,s_SM0114 [9385],TRACHYTE [9385],,5000 [9385],,,,,,,VOL,,,,,WR [9385] ,63.28,0.49,,15.56,,,,2.84,0.5,0.23,0.24,12.82,5.1,7.72,0.05,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.197554749,,2.966011561,1.391195517,,,6.060459298,0.302041037,0.987426745,154.0055794,,,,,,176.6429464,4.135880519,63.96278657,1213.702222,272.4064515,11.2077256,,,,,,,,,,,1.777093201,6.838146234,137.0967802,265.258016,28.61338042,95.0113483,16.36088348,2.468012632,13.14793852,2.111145089,12.21911139,2.411615042,6.731312473,0.982517105,6.429664207,0.925172513,26.82627155,15.46340133,,,,,,,,,10.6244604,,23.822,6.528,0.512909,,,0.704176,,,,,,,,,,,,,,,,,,,,,255825
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"N OF GINETES, W-FLANK OF SETE CIDADES",37.514,37.514,-25.504,-25.504,SAE,,,s_SM220501-1 [9385],TRACHYTE [9385],,5000 [9385],,,,,,FINE-GRAINED TO GLASSY [9385] ,VOL,,,,,WR [9385] ,61.98,0.78,,16.88,,,,3.08,1.16,0.64,0.19,12.15,5.21,6.94,0.15,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.75899772,,22.7314123,6.784068337,,,7.339544419,2.465421412,2.529703872,115.3870159,,,,,,95.02460137,110.1687927,37.07585421,697.5403189,168.3387472,6.373416856,,,,,,,,,,,0.948733485,729.6059226,76.36378132,152.1792711,16.98191344,59.89612756,10.53665148,2.692504806,8.412690757,1.314009112,7.377357631,1.410810934,3.852693622,0.548291572,3.546879271,0.496865604,14.53350797,9.077061503,,,,,,,,,6.261867882,,11.862,3.191,0.512902,,,0.703594,,,,,,,,,,,,,,,,,,,,,255826
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"SERRA GORDA, WAIST ZONE",37.82,37.82,-25.739,-25.739,SAE,,,s_SM9710 [9385],BASALT [9385],,,,,,,,,VOL,,,,,WR [9385] ,46.39,3,,12.64,,,,10.72,11.27,10.55,0.17,3.67,1.22,2.45,0.48,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,784,,,41.1,289,99.4,95,,,,,,24.3,594,19.1,168,39.7,1.628,,,,,,,,,,,0.297,364,30.5,64.1,8.12,33.4,7.32,2.27,6.36,0.92,5.12,0.94,2.3,0.295,1.75,0.24,5.33,2.89,,,,,,,,,1.86,,3.42,1.04,,,,0.703537,,,,,,,,,,,,,,,,,,,,,255829
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.866,37.866,-25.938,-25.938,SAQ,,,s_513DS-3 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,GL [9385] ,48.39307143,3.219714286,,15.40571429,,,,10.22435714,11.97535714,5.965,0.191,4.738142857,1.577857143,3.160285714,0.478149879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255839
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.866,37.866,-25.938,-25.938,SAQ,,,s_513DS-6 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,GL [9385] ,47.918,4.332,,14.446,,,,12.932,8.736,4.02,0.198,5.396,2.448,2.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255840
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MAFRA FLANK VENT,37.533,37.533,-25.483,-25.483,SAE,,,s_SM0131 [9385],TRACHYANDESITE [9385],,16000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,,,GL [9385] ,56.6915,0.3465,,25.969,,,,0.97,8.07,0.2,0.05,7.57,2.7,4.87,0.1,,,,,,,,0.02,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255843
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,PONTA DA FERRARIA,37.516,37.516,-25.516,-25.516,SAE,,,s_SM0118 [9385],BASALT [9385],840 [9385],840 [9385],,,,,,,VOL,,,,,WR [9385] ,46.54,3.46,,15.14,,,,10.35,9.79,6.4,0.18,5.24,1.86,3.38,0.75,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,54,,107,,,,,,46,845,,380,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256056
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.538,37.538,-25.486,-25.486,SAQ,,,s_SM0147 [9385],TRACHYANDESITE [9385],500 [9385],5000 [9385],,,,,,,VOL,,,,,WR [9385] ,55.36,1.91,,17.67,,,,6.23,4.63,2.41,0.18,9.32,3.84,5.48,0.6,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,112,,,,,,90,732,,566,,,,,,,,,,,,,,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256058
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WAIST ZONE,37.797,37.797,-25.7,-25.7,SAQ,,,s_SM0201 [9385],BASALT [9385],,,,,,,,,VOL,,,,,WR [9385] ,45.33,3.6,,13.76,,,,10.93,11.46,7.54,0.17,4.12,1.45,2.67,0.61,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7360432,,300.2047098,315.1748913,,,44.76034198,95.05314234,72.6980051,103.139043,,,,,,36.59934003,763.0286486,26.37781026,268.7372881,57.8279586,1.202370931,,,,,,,,,,,0.293145193,484.4030298,40.98024599,84.11339433,10.41654267,41.35575221,8.196049198,2.524655334,7.023099948,1.006356682,5.179482526,0.909726414,2.270948995,0.287888106,1.756367782,0.243127764,5.545976601,3.567309135,,,,,,,,,1.972659367,,4.471027449,1.100733913,,,,,,,,,,,,,,,,,,,,,,,,,256061
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"RELVA, WAIST ZONE",37.75,37.75,-25.71,-25.71,SAE,,,s_SM9703 [9385],BASALT [9385],,,,,,,,,VOL,,,,,WR [9385] ,46.31,3.95,,14.96,,,,11.73,11.13,7.22,0.18,4.09,1.48,2.61,0.61,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,139,,106,,,,,,36,784,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256062
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"RELVA, WAIST ZONE",37.75,37.75,-25.71,-25.71,SAE,,,s_SM9704-B [9385],BASALT [9385],,,,,,,,,VOL,,,,,WR [9385] ,45.91,3.44,,13.1,,,,11.54,10.72,9.3,0.17,3.7,1.39,2.31,0.57,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,234,,106,,,,,,39,619,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256063
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"SERRA GORDA, WAIST ZONE",37.82,37.82,-25.739,-25.739,SAE,,,s_SM9709 [9385],BASALT [9385],,,,,,,,,VOL,,,,,WR [9385] ,46.36,3.11,,12.46,,,,11.15,11.19,11.86,0.17,3.52,1.21,2.31,0.49,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,,,,291,,94,,,,,,32,619,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256064
