CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"SERRA GORDA, WAIST ZONE",37.82,37.82,-25.739,-25.739,SAE,,,s_SM9711 [9385],BASALT [9385],,,,,,,,,VOL,,,,,WR [9385] ,45.71,3.23,,12.54,,,,11.03,11.43,10.38,0.17,3.45,1.17,2.28,0.49,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,,,232,,97,,,,,,31,632,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256065
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.866,37.866,-25.938,-25.938,SAQ,,,s_513DS-2 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.24,3.05,,13.34,,,,10.38,11.76,10.21,0.17,3.98,1.42,2.56,0.5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,,,,160,,93,,,,,,37,647,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256066
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.866,37.866,-25.938,-25.938,SAQ,,,s_513DS-4 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.55,3.05,,12.76,,,,10.13,10.56,10.16,0.17,4.09,1.4,2.69,0.55,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,,,,250,,97,,,,,,34,669,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256067
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.866,37.866,-25.938,-25.938,SAQ,,,s_514DS [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,47.08,2.99,,13.46,,,,9.99,12.25,9.25,0.16,3.74,1.35,2.39,0.44,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,,,,126,,83,,,,,,33,605,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256068
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.539,37.539,-25.49,-25.49,SAQ,,,s_18-8-97-3 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.13,2.51,,9.57,,,,10.46,10.39,16.58,0.17,2.99,1.25,1.74,0.39,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,1369,,,53.4,428,54.7,91,,,,,,24.7,409,16,180,35,1.45,,,,,,,,,,,0.247,307,29.6,62.5,8,32.6,6.8,1.98,5.57,0.8,4.31,0.77,1.89,0.24,1.45,0.2,5.52,2.53,,,,,,,,,1.8,,3.28,0.997,,,,,,,,,,,,,,,,,,,,,,,,,256069
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"MAFRA FLANK VENT, BEIRA MAR DE BEIXO",37.539,37.539,-25.49,-25.49,SAE,,,s_18-8-97-4 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.14,2.71,,10.09,,,,10.46,12.04,14.43,0.17,2.79,1.08,1.71,0.39,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218,,,,345,,88,,,,,,27,495,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256070
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"MAFRA FLANK VENT, BEIRA MAR DE BEIXO",37.539,37.539,-25.49,-25.49,SAE,,,s_18-8-97-7 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,45,2.28,,8.08,,,,9.51,18.22,15.97,0.14,0.69,0.04,0.65,0.02,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,,,,223,,47,,,,,,3,183,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256071
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"MAFRA FLANK VENT, BEIRA MAR DE BEIXO",37.539,37.539,-25.49,-25.49,SAE,,,s_18-8-97-8 [9385],"TRACHYANDESITE, BASALTIC [9385]",,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,51.54,5.29,,10.45,,,,15.07,7.02,2.83,0.22,4.95,0.65,4.3,0.95,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,,,317,,,33.3,70,13.3,177,,,,,,2.9,1319,26,99.3,73.7,0.135,,,,,,,,,,,,906,59.4,118,14.8,61.5,12.1,4.71,10.2,1.37,7.15,1.27,2.95,0.34,1.84,0.25,3.06,5.38,,,,,,,,,4.72,,0.193,0.097,,,,,,,,,,,,,,,,,,,,,,,,,256072
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MAFRA FLANK VENT,37.516,37.516,-25.516,-25.516,SAE,,,s_SM0115 [9385],BASALT [9385],840 [9385],840 [9385],,,,,,,VOL,,,,,WR [9385] ,45.93,3.45,,15.07,,,,10.51,9.85,6.53,0.18,5.06,1.85,3.21,0.76,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01180481,,280.382212,141.0166425,,,40.22614176,56.78690411,47.80606773,108.1452804,,,,,,48.98183182,895.5820119,31.42542244,387.3767445,78.90127557,3.26462158,,,,,,,,,,,0.461049622,561.1146516,58.28787955,129.6092292,14.17170977,54.68553849,10.36923866,3.09590228,8.469169034,1.203281977,6.073947276,1.068694513,2.668859412,0.34122175,2.091859437,0.290188585,7.566917513,4.638014106,,,,,,,,,2.821833825,,6.274077335,1.701105497,,,,,,,,,,,,,,,,,,,,,,,,,256073
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MAFRA FLANK VENT,37.533,37.533,-25.483,-25.483,SAE,,,s_SM0130 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,44.84,3.64,,12.86,,,,11.14,10.98,8.75,0.18,4,1.45,2.55,0.67,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,,,,121,,96,,,,,,37,718,,270,,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256074
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MAFRA FLANK VENT,37.533,37.533,-25.483,-25.483,SAE,,,s_SM0131 [9385],TRACHYANDESITE [9385],,16000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,,,WR [9385] ,45.77,3.81,,13.88,,,,11.49,10.78,7.66,0.18,4.48,1.52,2.96,0.79,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,109,,106,,,,,,35,825,,284,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256075
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MAFRA FLANK VENT,37.533,37.533,-25.483,-25.483,SAE,,,s_SM0132 [9385],BASALT [9385],,16000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.56,3.61,,13.76,,,,11.03,10.72,8,0.18,4.25,1.58,2.67,0.84,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.12270611,,319.7961255,416.0561646,,,53.77613756,100.5510888,44.54159784,104.91742,,,,,,39.92432798,855.7005556,32.04736597,288.6922886,58.76981529,2.230843971,,,,,,,,,,,0.403760174,618.8145367,47.7285178,99.34658357,12.67992642,51.61806578,10.23076588,3.180456234,8.738467506,1.234868749,6.296048956,1.103376933,2.717664815,0.343033038,2.093580568,0.285819042,5.914496846,3.611006157,,,,,,,,,2.298346448,,4.516894429,1.192460129,,,,,,,,,,,,,,,,,,,,,,,,,256076
[10567][9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,PICO DE PINTONA,37.798,37.798,-25.701,-25.701,SAE,,,s_SM0203 [10567],BASALT [10567],,,,,,,,,VOL,,,,,WR [10567] ,46.56,2.43,,12.52,,,,10.06,11.58,10.42,0.16,3.82,1.15,2.67,0.4,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.18129123,,262.0427743,787.7773336,,,50.31980812,211.8728763,86.19828103,89.69618229,,,,,,33.330002,527.1836898,25.78228063,176.8076654,40.90045972,1.710473716,,,,,,,,,,,0.398510893,410.7535479,27.95822506,57.7653408,7.260643614,29.4573256,6.438636818,2.04497998,5.923772292,0.896462123,4.919548271,0.886218269,2.233060164,0.293074156,1.839896062,0.255846492,4.367379572,2.468269039,,,,,,,,,1.851888867,,3.3330002,0.890715571,0.512923015,,,,,19.504,,15.589,,39.23,,,,,,,,,,,,,,,44045-SM0203
[10567],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"RELVA, WAIST ZONE",37.75,37.75,-25.71,-25.71,SAE,,,s_SM9704-A [10567],BASALT [10567],,,,,,,,,VOL,,,,,WR [10567] ,45.71,3.44,,12.76,,,,11.47,11.14,9.81,0.17,3.61,1.06,2.55,0.52,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,670,,,48.6,185,25.9,82.6,,,,,,22.6,615,23.2,207,45.7,1.86,,,,,,,,,,,0.05,359,30.5,64.6,8.04,33.5,7.13,2.22,6.61,0.92,4.97,0.89,2.19,0.28,1.7,0.24,5.36,3.04,,,,,,,,,1.93,,3.67,1.08,0.512887,,,0.703743,,19.645,,15.631,,39.511,,,,,,,,0.282986,,,,,,,44046-SM9704-A
[10567][21396],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.866,37.866,-25.938,-25.938,SAQ,,,s_513DS-1 [10567] / s_513 DS-1 [21396],BASALT [10567] / NOT GIVEN [21396],,,,,,,,,VOL,,,,,WR [10567] ,46.95,2.74,,12.33,,,,9.95,10.97,12.13,0.17,3.94,1.38,2.56,0.48,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,,,996,,,44.6,319,70.5,90,,,,,,28.5,622,19.3,259,48,1.9,,,,,,,,,,,0.32,404,36.6,75.5,9.51,38.3,7.93,2.43,6.7,0.96,5.16,0.93,2.28,0.29,1.76,0.24,5.98,3.34,,,,,,,,,2.05,,3.82,1.14,0.5129553,,,0.703378,,19.33,,15.56,,39.05,,,,,,,,0.283018,,,,,,,44048-513DS-1
[10567][9385][21396],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,WESTERN FLANK,37.865,37.865,-25.998,-25.998,SAQ,,,s_515DS-1 [10567] / s_515 DS-1 [21396],TRACHYANDESITE [10567] / TRACHYTE [9385] / NOT GIVEN [21396],,16000 [9385],,,,,,,VOL,,,,,WR [10567] ,59.29,1.28,,18.69,,,,5.34,3.53,1.58,0.19,10.31,4.32,5.99,0.38,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.156143192,,40.58177917,2.254108467,,,4.948472493,1.749086422,3.291154897,92.08385291,,,,,,1090.072766,543.1775263,33.71379243,607.1613344,130.1400327,0.9713016,,,,,,,,,,,0.2586746,,89.47949668,172.912817,19.3555911,68.03415919,11.84189622,3.320680968,9.648139303,1.442081545,7.758281311,1.438363831,3.814374171,0.542786188,3.488780726,0.501891338,15.14870464,8.726843543,,,,,,,,,6.132270776,,13.46399337,1.759261217,0.512888,,,0.703553,,19.504,,15.608,,39.366,,,,,,,,0.282974,,,,,,,44049-515DS-1
[10567][9385][16704],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"MAFRA FLANK VENT, BEIRA MAR DE BEIXO",37.539,37.539,-25.49,-25.49,SAE,,,s_SM0101 [10567],BASALT [10567],,16000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,F,,WR [10567] / GL [9385] ,44.87,3.08,,10.96,,,,10.76,11.62,12.26,0.17,3.3,1.19,2.11,0.52,,,,,,,,0.05,,,,,0.03,,,0,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,30.88015103,,263.4816799,654.2401681,,,55.83342711,224.9947435,83.54251129,84.97704153,,,,,,27.14282224,588.7236618,20.42318057,200.4567261,43.58329385,1.678966647,,,,,,,,,,,0.252175317,346.5523062,32.50343526,69.25383505,8.707221071,35.52349893,7.374617976,2.251130474,6.400165235,0.913002998,4.752825202,0.843919042,2.09082783,0.267841897,1.622340453,0.214235767,5.426676908,2.857735248,,,,,,,,,1.59327234,,3.333,0.885,0.512889,,,0.703731,,,,,,,,,,,,,,0.282948,,,,,,,44050-SM0101
[18632][9385][10567],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"MAFRA FLANK VENT, BEIRA MAR DE BEIXO",37.54,37.54,-25.492,-25.492,SAE,,,s_SM0102 [18632],NOT GIVEN [18632] / BASALT [9385],,16000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,F,,WR [18632] / GL [9385] ,45.17,2.824,,10.44,,,,10.62,10.99,14.26,0.1718,3.427,1.41,2.017,0.4691,,,,,,,,0.05,,,,,0.01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04959434,,228.9888164,705.0326281,,,59.72103882,311.2309895,74.87199332,84.3156777,16,,,,,32.27276487,533.5681674,19.54021476,226.4431276,44.8164413,1.835975422,,,,,,,,,,,0.280641664,348.3898346,33.54560929,71.42299555,8.852427617,35.53699491,7.173094178,2.12753725,6.042166461,0.858348791,4.514491728,0.804971444,1.969829383,0.259496023,1.566214524,0.216999443,5.949521158,2.939860006,,,,,,,,,1.843776726,,3.61,1.022,0.512796,,,0.704143,,19.6166008,,15.64451367,,39.61481924,,,,,,,,0.282876,,,,,,,44051-SM0102
[10567][9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MAFRA FLANK VENT,37.534,37.534,-25.485,-25.485,SAE,,,s_SM0161 [10567],BASALT [10567],,16000 [9385],,,,,,,VOL,,,,,WR [10567] ,45.36,3.59,,13.05,,,,11.19,10.81,9.14,0.18,4.02,1.26,2.76,0.69,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.42173448,,289.0393291,404.9986438,,,47.06698787,138.7607423,36.70092791,98.9948965,,,,,,33.05035689,797.4643112,25.37830121,247.7175981,57.35496074,1.987316203,,,,,,,,,,,0.317814418,493.7055675,40.91763026,86.46192006,10.78968237,44.25585296,8.974157744,2.768021355,7.594384957,1.073697359,5.596891506,0.999905068,2.472139365,0.314495717,1.897711278,0.263543897,5.938522484,3.646666667,,,,,,,,,1.796393291,,4.055,1.059,0.512906,,,0.703604,,,,,,,,,,,,,,0.282965,,,,,,,44053-SM0161
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,MIRADORO DO CARVAO,37.75,37.75,-25.71,-25.71,SAE,,,s_SM9701 [9385],BASALT [9385],,,,,,,,,VOL,,,,,GL [9385] ,47.1,3.86,,14.66,,,,10.66,12.12,5.66,0.15,4.19,1.57,2.62,0.51,,,,,,,0.32,0.09,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,,330,,,43.4,116,89.8,,,,,,,29.8,660,21.6,206,48.4,2,,,,,,,,,,,0.35,442,38.6,87,10.2,41.1,8.73,2.68,7.44,1.06,5.72,1.03,2.5,0.32,1.88,0.27,6.15,3.28,,,,,,,,,2.19,,3.91,1.19,,,,,,,,,,,,,,,,,,,,,,,,,44054-SM9701
[18632][10567],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,EGUAS FLANK VENT E-FLANK OF SETE CIDADES,37.798,37.798,-25.701,-25.701,SAE,,,s_SM0140 [18632],NOT GIVEN [18632] / BASALT [10567],,,,,,,,,VOL,,,,,WR [18632] ,44.31,2.792,,10.79,,,,11.18,12.78,12.41,0.1769,3.402,1.154,2.248,0.4472,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.9,1056,,,,365,,84,15.3,,,,,24,505,29,204,47,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.841,0.512909,,,0.703521,,,,,,,,,,,,,,0.282995,,,,,,,44085-SM0140
[18632][10567][9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,PONTA DA ESCAVALDO,37.524,37.524,-25.502,-25.502,SAQ,,,s_SM0155 [18632],NOT GIVEN [18632] / BASALT [10567],840 [9385],840 [9385],,,,,,,VOL,,,,,WR [18632] ,46.21,3.133,,12.33,,,,10.95,11.35,10.65,0.1679,2.985,1.126,1.859,0.4891,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.48707429,,293.6015933,483.4666401,,,59.69127664,228.2002788,85.3990241,93.02079267,16.9,,,,,28.07225652,639.6751643,23.79878371,237.2218871,48.62336188,1.727097789,,,,,,,,,,,0.290281219,394.1686915,34.51177056,72.36906991,9.065628361,36.59958176,7.36770962,2.26947324,6.371629278,0.918133838,4.713925513,0.827578172,2.050092243,0.258335192,1.583969528,0.215170325,5.094762398,3.010975901,,,,,,,,,1.396569608,,3.63,1.019,0.512897,,,0.703526,,,,,,,,,,,,,,0.282979,,,,,,,44087-SM0155
[18632][9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,PONTA DA ESCAVALDO,37.526,37.526,-25.5,-25.5,SAQ,,,s_SM0156 [18632],NOT GIVEN [18632] / BASALT [9385],840 [9385],840 [9385],,,,,,,VOL,,,,,WR [18632] ,45.81,3.262,,12.65,,,,10.72,12.42,9.3,0.1663,3.612,1.301,2.311,0.513,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.6,505,,,,175,,86,19.3,,,,,29,617,23,251,55,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,1.075,0.512903,,,0.703513,,,,,,,,,,,,,,,,,,,,,44088-SM0156
[16704],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,"RELVA, WAIST ZONE",37.75,37.75,-25.71,-25.71,SAE,,,s_SM 9704 [16704],BASALT [16704],,,,,,,,,VOL,,,F,,WR [16704] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646064
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,N CALDERA WALL,37.528,37.528,-25.468,-25.468,SAE,,,s_SM160501-4 [9385],BASALT [9385],36000 [9385],210000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.17,3.49,,14.18,,,,10.81,10.76,6.38,0.17,4.49,1.47,3.02,0.52,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16089514,,298.7188372,211.2884162,,,41.8916138,77.14846003,95.25906102,109.7051102,,,,,,20.5600646,732.9103703,26.5969316,304.890714,68.10280309,2.221875649,,,,,,,,,,,0.276962972,483.9137155,45.53687853,91.03518284,11.11323567,43.8203253,8.744777944,2.648350019,7.515103818,1.076028146,5.708986042,1.020095513,2.579844503,0.332316992,2.034790633,0.286413658,6.980006921,4.225806898,,,,,,,,,2.297095397,,5.802,1.626,0.51291,,,0.703627,,,,,,,,,,,,,,,,,,,,,255824
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,"NW CALDERA WLL, LAGOA AZUL",37.523,37.523,-25.474,-25.474,SAE,,,s_SM0103 [9385],TRACHYTE [9385],36000 [9385],210000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,F,,GL [9385] ,64.93,0.59,,17.69,,,,2.88,0.62,0.33,0.21,12.49,5.71,6.78,0.08,,,,,,,,0.23,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255835
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,"NW CALDERA WLL, LAGOA AZUL",37.523,37.523,-25.474,-25.474,SAE,,,s_SM0103 [9385],TRACHYTE [9385],36000 [9385],210000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,F,,WR [9385] ,61.36,0.6,,16.19,,,,2.89,0.68,0.39,0.21,12.89,5.48,7.41,0.07,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,5.37,5.2,,,0.74,4.23,2.15,122,,,,,,126,2.85,44,865,200,7.99,,,,,,,,,,,1.27,42.3,93,180,20.3,69.8,12.2,2.32,9.72,1.54,8.86,1.71,4.77,0.69,4.5,0.65,19.1,11.4,,,,,,,,,7.29,,16,4.26,,,,,,,,,,,,,,,,,,,,,,,,,256016
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,NNW CALDERA WALL,37.525,37.525,-25.474,-25.474,SAE,,,s_SM0105 [9385],TRACHYBASALT [9385],36000 [9385],210000 [9385],,,,,,,VOL,,,,,WR [9385] ,48.13,3.31,,15.92,,,,9.95,8.74,4.3,0.18,5.89,2.36,3.53,0.81,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,9,,114,,,,,,63,819,,391,,,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256017
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,NNW CALDERA WALL,37.525,37.525,-25.474,-25.474,SAE,,,s_SM0107 [9385],BASALT [9385],36000 [9385],210000 [9385],,,,,,,VOL,,,,,WR [9385] ,46.4,3.34,,16.08,,,,10.2,8.91,4.35,0.18,5.26,2.02,3.24,0.79,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,23,,116,,,,,,41,827,,393,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256018
[9385],OCEAN ISLAND,AZORES / SAO MIGUEL / SETE CIDADES / PRE-CALDERA STAGE,"N CALDERA WALL, LAGOA AZUL, EAST OF SM0106",37.83,37.83,-25.78,-25.78,SAE,,,s_SM0108 [9385],BASALT [9385],36000 [9385],210000 [9385],,,,,,FINE-GRAINED [9385] ,VOL,,,,,WR [9385] ,46.12,3.44,,13.99,,,,10.73,10.63,7.07,0.17,4.41,1.61,2.8,0.51,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,,,,103,,108,,,,,,26,673,,309,,,,,,,,,,,,,,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256019
